id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EG12-001,2026-09-04,11,GLOBAL,vendor_docs,"Google Analytics Help – [GA4] What's new in Google Analytics (release notes 2026)",https://support.google.com/analytics/answer/9164320,"August 11, 2026 – Updated conversion window configuration; August 10, 2026 – Campaign data import validation report; July 30, 2026 – New diagnostic in Google Analytics for aggregate parameter issues; July 28, 2026 – Campaign data import currency update; July 13, 2026 – AdMob linking within Google Analytics; June 11, 2026 – New Source Group field with update to Source Platform values for improved source analysis; June 11, 2026 – Hostname filter; June 8, 2026 – New Google Business Profile integration; May 13, 2026 – New AI Assistant traffic measurement; May 7, 2026 – Data Manager API support for Google Analytics server-to-server events; May 4, 2026 – Conversion support in the Data API; April 29, 2026 – Configure your Google Analytics settings using Task Assistant; February 10, 2026 – Generated insights on the Home page; February 10, 2026 – Cross-channel budgeting (Beta); January 16, 2026 – Improved web conversion management and reporting capabilities for Google Ads customers (Beta); January 16, 2026 – Conversion attribution analysis report (Beta)",en,"Oficialni release notes GA4 za rok 2026 (leden-srpen): 17 datovanych zmen za 8 mesicu = cca 2 zmeny mesicne. Z toho minimalne 5 primo zasahuje do sberu a interpretace dat (konverzni okno, hostname filtr, Source Group / Source Platform, AI Assistant kanal, povinna mena u importu nakladu).",RQ2,H2,"Primarni zdroj Google. Pocet 17 potvrzuje odhad E7-125 (16 zmen leden-srpen 2026)."
EG12-002,2026-09-04,11,GLOBAL,vendor_docs,"Google Analytics Help – [GA4] What's new archive (2019-2025), sekce 2025",https://support.google.com/analytics/answer/13420269,"December 12, 2025 – Analytics Advisor; December 1, 2025 – New suggested audience templates for customer lifecycle goals; November 19, 2025 – Cost data import is now Campaign data import; November 5, 2025 – User-provided data attribution improvement; October 2, 2025 – New diagnostic in Google Analytics for User-ID implementation issues; August 25, 2025 – Improved ecommerce data availability and usability; August 6, 2025 – Improved conversion data completeness; July 1, 2025 – Annotations now have Analyst+ permissions; June 6, 2025 – Google Analytics consent settings hub enhanced with Tag Diagnostics; March 12, 2025 – Missing session start notification; March 12, 2025 – High not set rate notification; February 3, 2025 – Cost data import required field updates; January 13, 2025 – Consent settings hub",en,"Oficialni archiv release notes GA4 za rok 2025: celkem 27 datovanych zaznamu (nekterá data nesou vice zmen). Zlomove pro mereni: prejmenovani Cost data import na Campaign data import (19.11.2025) vcetne zmeny povinnych poli (3.2.2025), zmena atribuce user-provided data (5.11.2025), 'Improved conversion data completeness' (6.8.2025) = Google zmenil, jak pocita konverze, 'Improved ecommerce data availability' (25.8.2025).",RQ2,H2,"Primarni zdroj Google. Archiv je jediny verejny seznam zmen GA4 za 2024-2025."
EG12-003,2026-09-04,11,GLOBAL,vendor_docs,"Google Analytics Help – [GA4] What's new archive (2019-2025), sekce 2024",https://support.google.com/analytics/answer/13420269,"November 13, 2024 – Require config for custom events; October 22, 2024 – BigQuery export supports additional traffic source fields; October 11, 2024 – New Tag Diagnostics; October 28, 2024 – Direct attribution improvements; September 25, 2024 – Improved user-provided data session attribution; September 18, 2024 – Corrected Campaign Manager 360 attribution; September 3, 2024 – Corrected Display & Video 360 attribution; August 23, 2024 – Improved session_start event firing; July 19, 2024 – Session traffic source information now available in the GA4 BigQuery Export; July 17, 2024 – Additional UTM fields added to the BigQuery Event export for advanced channel analysis; July 16, 2024 – GA4 BigQuery Event Ordering additions for Web properties; June 27, 2024 – Introducing Tag Diagnostics; June 26, 2024 – Improved attribution data; June 10, 2024 – Updates to attribution models in GA4; June 3, 2024 – Require config for automatically collected events; May 22, 2024 – Improvements to attribution channel assignments; March 27, 2024 – Conversions and key events; February 28, 2024 – Primary Channel Group; February 9, 2024 – Event parameter limit increase; February 8, 2024 – Manual traffic source dimensions and report",en,"Oficialni archiv release notes GA4 za rok 2024: celkem 55 datovanych zaznamu. Z toho 6 zmen atribuce (10.6., 26.6., 3.9., 18.9., 25.9., 28.10.), 3 zmeny schematu BigQuery exportu (16.7., 17.7., 19.7., 22.10.), zmena terminologie konverze -> klicove udalosti (27.3.2024) a dva pozadavky na 'config' u eventu (3.6. a 13.11.2024).",RQ2,H2,"Primarni zdroj Google. 55 zmen za rok = 4,6 zmeny mesicne."
EG12-004,2026-09-04,11,GLOBAL,vendor_docs,"Google Tag Platform – Server-side tagging Docker image release notes",https://developers.google.com/tag-platform/tag-manager/server-side/release-notes,"Version 2.4.0 (September 26, 2024): Updated base image version for security updates. Version 3.0.0 (May 15, 2025): Upgraded to Node.js v22, base image gcr.io/distroless/nodejs22-debian12. Version 3.1.0 (June 5, 2025): Updated base image version for security updates, Node.js 22.16.0. Version 3.2.0 (September 2, 2025): Refreshed npm packages including @google-cloud/bigquery v8.1.1 and re2 v1.22.1. Version 4.0.0 (November 10, 2025): Upgraded to Node.js v24, base image gcr.io/distroless/nodejs24-debian13. Version 4.2.0 (February 2, 2026): Updated base image version for security updates. Version 4.3.0 (April 28, 2026): Updated base image version for security updates. Version 4.4.0 (July 22, 2026): Updated base image version for security updates.",en,"Oficialni release notes Docker image pro server-side GTM. 8 vydani 2024-2026, z toho dve major (3.0.0 Node 22 v 5/2025, 4.0.0 Node 24 v 11/2025). Kazde vydani = nutna aktualizace Cloud Run revize u klienta (aktivita A5); pri neaktualizaci bezi kontejner na image s nezaplatanymi bezpecnostnimi chybami.",RQ2,H2,"Primarni zdroj Google. Potvrzuje E7-129 a doplnuje presna cisla verzi a data."
EG12-005,2026-09-04,11,GLOBAL,vendor_docs,"Meta for Developers – Graph API changelog (verze a sunset data)",https://developers.facebook.com/docs/graph-api/changelog/,"Graph API v19.0 released January 23, 2024, sunset May 21, 2026; v20.0 released May 21, 2024, sunset September 24, 2026; v21.0 released October 2, 2024, sunset January 21, 2027; v22.0 released January 21, 2025, sunset May 20, 2027; v23.0 released May 29, 2025, sunset October 8, 2027; v24.0 released October 8, 2025, sunset February 18, 2028; v25.0 released February 18, 2026, sunset July 29, 2028; v26.0 released July 29, 2026. Marketing API v24.0 released October 8, 2025, sunset October 6, 2026. Marketing API version auto-upgrade will be released on July 29, 2026.",en,"Meta vydava Graph/Marketing API 3x rocne (leden, kveten, rijen; od 2026 unor a cervenec) a kazdou verzi po ~2 letech vypina. Pro mereni to znamena: integrace Conversions API postavena na konkretni verzi prestane po sunsetu fungovat. Nejblizsi tvrde terminy: v19.0 sunset 21.5.2026 (jiz probehl), v20.0 sunset 24.9.2026 (za 3 tydny od data pristupu), Marketing API v24.0 sunset 6.10.2026.",RQ2,H2,"Primarni zdroj Meta. Dulezite pro argument 'termin, ktery klient sam nesleduje': v20.0 konci 24.9.2026."
EG12-006,2026-09-04,11,GLOBAL,vendor_docs,"Google Analytics Help – [GA4] BigQuery Export schema",https://support.google.com/analytics/answer/7029846,"batch_event_index: A number indicating the sequential order of each event within a batch. is_active_user: Whether the user was active (True) or inactive (False) at any point in the calendar day. session_traffic_source_last_click: last-click attributed session traffic source data across Google Ads, manual campaigns, SA360, DV360, and CM360 contexts. collected_traffic_source: UTM parameters and click identifiers collected with events. publisher record (early access only). Daily tables receive updates for up to three days after the dates of the events.",en,"Schema GA4 BigQuery exportu se za 2024-2026 rozsirilo o pole batch_event_index/batch_ordering_id/batch_page_id (16.7.2024), collected_traffic_source UTM pole (17.7.2024), session_traffic_source_last_click (19.7.2024), dalsi traffic source pole (22.10.2024) a publisher record. Kazde rozsireni schematu znamena, ze existujici SQL transformace a Dataform/dbt modely mohou zacit vracet jina cisla nebo je treba je prepsat (aktivita E3).",RQ2,H2,"Primarni zdroj Google. Dokument sam nema changelog s daty; data zmen schematu jsou z release notes GA4 (EG12-003)."
EG12-007,2026-09-04,11,GLOBAL,vendor_docs,"Google Ads API – Deprecation and sunset schedule (sunset-dates)",https://developers.google.com/google-ads/api/docs/sunset-dates,"v22 release October 15, 2025 – sunset October 2026 (tentative); v23 release January 28, 2026 – sunset February 2027; v23.1 release February 25, 2026; v23.2 release March 25, 2026; v24 release April 22, 2026 – sunset May 2027; v24.1 release May 13, 2026; v24.2 release June 24, 2026; v25 release July 22, 2026 – sunset August 2027; v25.1 release August 2026; v25.2 release September 2026; v26 release October 2026 – sunset November 2027; v26.1 November 2026 (an optional release due to overlap with the holiday season)",en,"Oficialni harmonogram Google Ads API: 9 planovanych vydani v roce 2026 (v23, 23.1, 23.2, v24, 24.1, 24.2, v25, 25.1, 25.2) plus v26 a v26.1 do konce roku. Kazda major verze ma sunset po ~13 mesicich. Kazdy nastroj, ktery importuje konverze nebo cte data z Ads (konektory, sGTM sablony, vlastni skripty), musi na tento rytmus reagovat.",RQ2,H2,"Primarni zdroj Google, nacteno pres r.jina.ai (primy fetch vraci jen navigaci). Prepisuje odhad E7-128 (5 vydani za 8 mesicu) na presnych 9 planovanych vydani 2026."
EG12-008,2026-09-04,11,GLOBAL,vendor_docs,"Google Ads API release notes – v25 breaking changes",https://developers.google.com/google-ads/api/docs/release-notes,"v25 (2026-07-22): Legacy lifecycle goal resources removed. Migrate to unified goals schema using Goal.new_customer_acquisition_goal_settings. v24 (2026-04-22): Required fields added to DemandGenVideoResponsiveAdInfo (videos, logo_images); Campaign-level video brand safety removed; Removed LOYALTY_SIGN_UPS user category; New Lead Gen conversion action types (GA4/Firebase). v24.2 (2026-06-24): Local Services Ads conversion types added (ConversionActionType.LOCAL_SERVICES_ADS). v25.1 (2026-08-19): Brand Lift and Conversion Lift measurement support; new loyalty membership segmentation for conversions.",en,"Konkretni breaking changes Google Ads API 2026, ktere se dotykaji konverzi: v25 odstranila legacy lifecycle goal resources (nutna migrace), v24 pridala nove typy konverznich akci pro lead gen z GA4/Firebase a odstranila kategorii LOYALTY_SIGN_UPS, v24.2 pridala typy konverzi pro Local Services Ads.",RQ2,H2,"Primarni zdroj Google."
EG12-009,2026-09-04,11,GLOBAL,vendor_docs,"Shopify Help Center – Upgrade to checkout extensibility",https://help.shopify.com/en/manual/checkout-settings/checkout-extensibility/checkout-upgrade,"August 26, 2026 was the deadline for stores on a non-Plus Shopify subscription plan to upgrade their existing Thank you and Order status pages. As of August 28, 2025, the additional scripts section in the Checkout settings is view-only.",en,"Shopify: 28.8.2025 se sekce 'additional scripts' v nastaveni checkoutu stala jen pro cteni (tj. mistem, kam se historicky vkladaly mericí skripty, uz nelze editovat), 26.8.2026 byl termin pro non-Plus obchody upgradovat Thank you a Order status stranky. Kdo do terminu neupgradoval mericí kod na Customer Events / Web Pixels, prisel o mereni objednavek.",RQ2,H2,"Primarni zdroj Shopify. Potvrzuje a upresnuje E7-015/E7-025."
EG12-010,2026-09-04,11,GLOBAL,vendor_docs,"Shopify Developer Changelog – Script tags are deprecated and will stop running on March 1, 2027",https://shopify.dev/changelog,"August 24, 2026 – Script tags are deprecated and will stop running on March 1, 2027 (Admin GraphQL API). July 2, 2026 – Deprecating the useBuyerJourneyIntercept API on checkout UI extensions (Action Required). July 6, 2026 – Customer Account API Customer.lastIncompleteCheckout and Checkout types removed in 2026-10 (Breaking Changes).",en,"Shopify oznamil 24.8.2026, ze ScriptTags (bezny zpusob, jak analyticke a mericí aplikace vkladaji skripty do obchodu) prestanou fungovat 1.3.2027. To je znamy budouci termin, ktery rozbije mereni vsem obchodum, ktere do te doby nemigruji na Web Pixels / theme app extensions.",RQ2,H2,"Primarni zdroj Shopify (changelog). Konkretni URL zaznamu se nepodarilo nacist (404), citace je z prehledove stranky changelogu."
