id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EG4-001,2026-09-04,11,SK,konference,MeasureCamp Bratislava 2025 – session board,https://bratislava.measurecamp.org/schedule-2025/,How I fix broken Google Ads conversions in 30 minutes or less - real lessons from 600+ tracking setups by Alina Elvira Popa,en,"Název session na MeasureCamp Bratislava 2025 (24. 5. 2025, The Spot, 8. patro – O2 room, kolo 8, 16:00–16:30). Řečnice staví přednášku na 600+ implementacích měření, kde bylo nutné OPRAVOVAT rozbité konverze Google Ads. Potvrzuje, že rozbité konverze jsou v regionu CZ/SK běžné natolik, aby o nich byla samostatná přednáška.",RQ2;RQ4,H2,"Unconference: agenda vzniká na místě, session board je pak publikován – proto jsou názvy autentickým obrazem toho, co lidé v oboru řeší."
EG4-002,2026-09-04,11,SK,konference,MeasureCamp Bratislava 2025 – session board,https://bratislava.measurecamp.org/schedule-2025/,Before you fire that tag... by Marina Sukhanova,en,"Session o kontrole tagu před jeho spuštěním (QA před nasazením), MeasureCamp Bratislava 2025, kolo 4. Mapuje se na aktivity A1/A4 taxonomie (QA měření, validace dataLayer).",RQ4,H5,
EG4-003,2026-09-04,11,SK,konference,MeasureCamp Bratislava 2024 – session board,https://bratislava.measurecamp.org/schedule-2024/,Managing 100 3rd party tags by Lukas Cech,en,"Session o správě stovky third-party tagů v jednom kontejneru (MeasureCamp Bratislava 2024, Bloomreach room, kolo 2). Přímý doklad painu unknown_owner / bordel v GTM jako samostatného tématu komunity.",RQ2;RQ4,H5,
EG4-004,2026-09-04,11,SK,konference,MeasureCamp Bratislava 2024 – session board,https://bratislava.measurecamp.org/schedule-2024/,Async setup of TMS + CMP +Tags by Lukas Cech,en,"Session o asynchronním nasazení tag manageru, CMP a tagů – téma consent_change a pořadí načítání, MeasureCamp Bratislava 2024, kolo 6.",RQ2,H2,
EG4-005,2026-09-04,11,SK,konference,MeasureCamp Bratislava 2024 – session board,https://bratislava.measurecamp.org/schedule-2024/,Data differences between GA4 and BQ  better attribiution by Stefan Mazuch,en,"Session o rozdílech mezi daty v GA4 a v BigQuery exportu (MeasureCamp Bratislava 2024, Nadacia ESET room, kolo 4). Doklad, že i mezi GA4 UI a BQ exportem vznikají nesrovnalosti, které někdo musí průběžně vysvětlovat.",RQ3,H1,
EG4-006,2026-09-04,11,SK,konference,MeasureCamp Bratislava 2024 – session board,https://bratislava.measurecamp.org/schedule-2024/,Therapy session - dealing with stress at work and difficult clients by Julia,en,"Samostatná session o stresu z práce a náročných klientech (MeasureCamp Bratislava 2024, Datacop room, kolo 6). V roce 2025 obdoba „Screaming therapy session by Natália Andrejová“ (kolo 5). Dvakrát po sobě je terapeutická session na programu analytické konference – nepřímý doklad, že vztah analytik–klient je v regionu bolavý.",RQ2,H5,Zdroj pro 2025: https://bratislava.measurecamp.org/schedule-2025/
EG4-007,2026-09-04,11,SK,konference,MeasureCamp Bratislava 2019 – session board,https://bratislava.measurecamp.org/schedule-2019/,Please always create analytics documentation by Marek Cech,en,"Session z roku 2019 apelující na dokumentaci měření. Spolu s „Alerts in Google Sheets by Miroslav Ficza“ (kolo 7) a „Diffrence in conversion between Facebook, Google Ads and Analytics by Tomas Malik“ (kolo 3) ukazuje, že alerting, dokumentace a nesoulad konverzí mezi platformami jsou v SK komunitě téma nejméně od roku 2019 – tedy ne módní vlna, ale trvalý pain.",RQ2;RQ4,H2,"Tři session z jednoho ročníku, citace je název první z nich."
EG4-008,2026-09-04,11,CZ,konference,MeasureCamp Czechia 2026 – agenda,https://czechia.measurecamp.org/practical-information/main-event-agenda/,"32 sessions in 4 rooms, 30 minutes each",en,"MeasureCamp Czechia 2026 se koná 12. 9. 2026 v SHQ Centrála ČSOB, Praha 5; 12. ročník. Formát unconference – session board je na začátku dne prázdný, program tvoří účastníci. Pro rešerši to znamená, že pro CZ ročník NEEXISTUJE předem publikovaný seznam témat (na rozdíl od Bratislavy, která session board archivuje).",RQ4,,Mezera: CZ session boardy z minulých ročníků nejsou na webu publikovány.
EG4-009,2026-09-04,11,CZ,linkedin,Marek Lecián – LinkedIn post o dosluhujících UA tagách,https://cz.linkedin.com/posts/mareklecian_universalanalytics-sunset-activity-7081549315415887872-kBJa,"Nemohl by to Google už vypnout? :D Mám připravené promazané GTM kontejnery a stále tam chodí data. Kromě UA tagů nezapomeňte i promazat JS proměné jako je custom task, nevyužívané triggery.",cs,"Marek Lecián (Principal Web Analyst, GA4 360 & sGTM) popisuje úklid GTM kontejnerů po vypnutí Universal Analytics: mrtvé tagy, JS proměnné a nevyužívané triggery zůstávají v kontejneru a dál se spouští. Přímý doklad aktivity A6 (úklid) jako reálné práce, ne teoretické položky. V komentáři Katarína Hlaváčová: „Jak ráda zahlásil Pavel Šabatka, na GA se nelze spolehnout. Ani v tom, že umřou.“",RQ4,H5,LinkedIn je dostupný přes doménu cz.linkedin.com/posts/<slug> bez přihlášení – v 1. kole byl označen jako nedostupný.
EG4-010,2026-09-04,11,CZ,linkedin,Vašek Jelen (MeasureDesign) – LinkedIn post o modelování v GA4,https://cz.linkedin.com/posts/vaclavjelen_modelov%C3%A1n%C3%AD-v-ga4-je-ozna%C4%8Dov%C3%A1no-za-jednu-z-activity-7077578721548718085-RQeG,"V rozhraní tato domodelovaná data ale nepouští do všech reportů - v některých reportech v rozhraní jsou data nedomodelovaná. Data v těchto reportech se mohou od dat v reportech kam GA4 domodelovaná data pouští výrazně lišit i v základnách metrikách, jako jsou sessions a users.",cs,"Lead Analyst a spoluzakladatel MeasureDesign vysvětluje, že GA4 pouští domodelovaná data jen do některých reportů, takže dvě čísla v jednom nástroji si odporují i u sessions a users. Tohle je zdroj painu „čísla si neodpovídají“, který nemá s implementací nic společného a klient ho sám nikdy nerozklíčuje – tedy typická práce pro průběžnou správu (H3 v taxonomii).",RQ2;RQ4,H2,"Prezentace pro Shoptet partnerský meetup, 16. 6. 2023."
EG4-011,2026-09-04,11,CZ,blog,Tomáš Zahálka – Jak na GA4 v Shoptetu (Shoptet Meet Up),https://tomaszahalka.cz/jak-na-ga4-v-shoptetu/,"Mezi nejčastější chyby patří dvojité měření GA4 přes Shoptet i GTM, nefunkční purchase event, chybějící hodnota objednávky, špatná měna, duplicitní transakce, neoznačené kampaně, chybějící UTM parametry, špatně nastavený Consent Mode, měření bez testovací objednávky a slepé porovnávání GA4 s účetnictvím.",cs,"Shoptet partner a PPC/SEO specialista vyjmenovává 10 nejčastějších chyb v měření GA4 u e-shopů. Sedm z deseti (dvojité měření, nefunkční purchase, chybějící hodnota, špatná měna, duplicitní transakce, neoznačené kampaně, chybějící UTM) je přesně to, co má hlídat kontinuální správa – a všech sedm je detekovatelných BEZ BigQuery.",RQ3;RQ4,H1,"Nezávislý CZ seznam, který se kryje s kontrolním seznamem navrženým pro tier Hlídání."
EG4-012,2026-09-04,11,CZ,blog,Tomáš Zahálka – ceník (patička webu a boxy služeb),https://tomaszahalka.cz/jak-na-ga4-v-shoptetu/,Základní správa: 10 000 Kč (5h) … Malé e-shopy: 15 000 Kč (10h) … Běžné e-shopy: 20 000 Kč (15h) … Větší e-shopy: 30 000 Kč (25h) … Top e-shopy: 50 000 Kč (50h),cs,"Veřejný ceník měsíční PPC správy Shoptet partnera Tomáše Zahálky, odstupňovaný podle rozpočtu klienta (do 150 tis. / cca 250 tis. / cca 500 tis. Kč měsíčně / neomezeně) a hodin v ceně. Implikovaná hodinová sazba klesá z 2 000 Kč/h u nejmenšího tieru na 1 000 Kč/h u největšího. Hodinová sazba v patičce: „Cena: 2 000 Kč / hodinu“. Jednorázově: konzultace 5 000 Kč (2,5 h), PPC audit 25 000 Kč, SEO audit 25 000 Kč, marketingový audit 50 000 Kč.",RQ1,H4,Kotva klienta: měsíční PPC správa e-shopu 10–50 tis. Kč. Analytiku Zahálka jako samostatnou měsíční službu nenabízí.
