id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EG5-001,2026-09-04,12,SK,website,"DASE – blog: Investícia do webovej analytiky: Čo dostanete za svoje peniaze? (Marek Cibuľa, 8.11.2024)",https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,Cena implementácia analytickej stratégie závisí od rozsahu prác a môže sa pohybovať od 600 eur až po jednotky tisíc eur.,sk,DASE zverejňuje cenové rozpätí implementace měřicí strategie: 600 EUR až jednotky tisíc EUR (15 000 – desítky tisíc Kč) jako jednorázový projekt ve 3.–4. měsíci spolupráce. Kurz 1 EUR = 25 Kč.,RQ1;RQ2,H3,Doplnění mezery z 1. kola: detail 12měsíční cesty DASE.
EG5-002,2026-09-04,12,SK,website,DASE – blog: Investícia do webovej analytiky (12měsíční model spolupráce),https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,"1. mesiac 1.400 € Analytická stratégia … Ideálnym začiatkom spolupráce je produkt Efektívna analytika v praxi, ktorý v sebe spája: analytický audit GA4 a GTM, školenie data-driven marketingu, praktický workshop k tvorbe analytickej stratégie",sk,"Kompletní 12měsíční cesta DASE ověřena: 1. měsíc strategie 1 400 EUR; 2. měsíc základní implementace GA4 + cookie lišta (Consent Mode v2); 3. měsíc implementace strategie (od 600 EUR) + založení BigQuery; 4. měsíc testování dataLayeru a publikace (proces trvá min. 4–6 týdnů); 5. měsíc marketingové skripty (Google Ads, Meta); 6. měsíc server-side tracking; 7. měsíc serverová měření pro reklamní systémy (CAPI, Ads API); 8. měsíc specializované dashboardy + Pravidelná kontrola dát; 9. měsíc aktualizace dashboardů; 10. měsíc doplňková měření + analýza dat; 11.–12. měsíc testování, dashboardy, A/B testy; poté kontinuálna spolupráca (paušál od 700 EUR).",RQ1;RQ4,H1;H3,"Potvrzuje sekvenci z 1. kola, ale s přesným pořadím: kontrola dat a dashboardy až v 8. měsíci, BigQuery už ve 3. měsíci."
EG5-003,2026-09-04,12,SK,website,"DASE – blog: Investícia do webovej analytiky, sekce Pravidelná kontrola dát",https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,"Takmer všetci naši dlhodobí klienti využívajú službu kontroly dát našimi analytikmi. Takouto kontrolou je možné veľmi efektívne predchádzať problémom súvisiacim so zberom dát, prípadne získať nové insighty, ktoré vám pomôžu pri optimalizácii webu, či marketingových aktivít.",sk,"Klíčové zjištění k mezeře: DASE u služby Pravidelná kontrola dát NEUVÁDÍ frekvenci, rozsah, hodiny ani reakční dobu. Uvádí jen výstupy: pohľad skúseného analytika na dáta, nové insighty, istotu, že všetky merania fungujú správne. Kontrola je lidská (analytik se dívá na data), ne automatizovaná – žádné prahy, žádný alert, žádné SLA.",RQ1;RQ4;RQ6,H2;H5,"Mezera z 1. kola zaplněna jen částečně: DASE hodiny ani reakční dobu veřejně neuvádí vůbec, ne že by je 1. kolo přehlédlo."
EG5-004,2026-09-04,12,SK,website,"DASE – blog: Investícia do webovej analytiky, sekce Kontinuálna spolupráca",https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,"Výhodou je, že objem analytickej podpory si stanovuje sám klient. … k dispozícii budete mať minimálne 6 špičkových analytikov za jednu cenu … transparentnosť, platíte len za práce, ktoré budú reálne odvedené … 2-mesačná výpovedná doba",sk,"Model paušálu DASE upřesněn: není to balíček s definovaným obsahem ani hodinový retainer s pevným počtem hodin, ale strop kapacity, který si klient sám nastaví, a fakturuje se skutečně odvedená práce (time & material do stropu). Prodejní argument je tým 6+ analytiků za jednu cenu, ne SLA.",RQ1;RQ2,H3,Mezera z 1. kola: hodiny v 700 EUR paušálu NEEXISTUJÍ jako veřejná informace – model je jiný (kapacitní strop).
EG5-005,2026-09-04,12,SK,website,"DASE – blog: Investícia do webovej analytiky, sekce Kontinuálna spolupráca (výčet aktivit)",https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,"A aké činnosti v rámci kontinuálnej spolupráce klientom vykonávame? A/B testovanie, Kontrola dát a dataLayera, Pravidelná aktualizácia GTM a sGTM, Dopĺňanie meraní, Dashboarding, Analýza dát, Data warehouse, Workshopy a školenia",sk,"Přesný veřejný výčet obsahu jediného SK paušálu analytiky (DASE): mapuje se na A2, A3, A4, A5, E3/E5, F1, F5, H4, I1, I2. Chybí explicitně: alerting (G1–G6), reakce na incident (G7), QA po releasu (A1) jako samostatná položka, měsíční komentovaný report (F3), reakční doba (H5), changelog.",RQ1;RQ4,H1;H5,"Srovnání s návrhem DataLayer.cz: DASE prodává 'práce navíc', ne 'hlídání'."
EG5-006,2026-09-04,12,SK,website,"DASE – blog: Investícia do webovej analytiky, sekce Server-side tracking",https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,naše optmilazované riešenie ponúka o cca 40-50% nižšie náklady oproti automatickému nastaveniu – pre webe s niekoľkými miliónmi requestov mesačne zaplatíte iba cca 20-50€ / mesačne,sk,"Potvrzuje kotvu nákladu sGTM z 1. kola: 20–50 EUR/měs (500–1 250 Kč) GCP i pro web s několika miliony requestů měsíčně, při optimalizovaném nastavení. Provoz infrastruktury je komodita o řád levnější než lidská správa.",RQ1;RQ5,H5,Kurz 1 EUR = 25 Kč.
EG5-007,2026-09-04,12,SK,website,"DASE – blog: Investícia do webovej analytiky, sekce Serverové merania pre marketingové systémy",https://www.dase-analytics.com/blog/sk/investicia-do-webovej-analytiky-co-dostanete-za-svoje-peniaze/,"Okrem integrácie serverových meraní pre reklamné systémy vám cez sGTM vieme zabezpečiť aj nasledovné služby: zasielanie marže namiesto cien produktov, debugging marketingových hitov cez BigQuery, priame preposielanie hitov do BigQuery, detekcia anomálií",sk,"Jediné místo, kde SK subjekt zmiňuje detekci anomálií a monitoring hitů přes BigQuery – ale jako doplňkovou funkci sGTM, ne jako produkt s cenou a ne jako službu s alertem a reakcí. Potvrzuje, že G1–G6 nikdo na SK veřejně neprodává.",RQ1;RQ3;RQ6,H1;H5,"Doplňuje mezeru: technika existuje, produkt ne."
EG5-008,2026-09-04,12,SK,website,"Basta digital – Enterprise level digitálna analytika (Daniel Duriš, 19.9.2023)",https://bastadigital.com/enterprise-level-digitalna-analytika/,Po dokončení implementácie nasleduje „pasívna“ fáza automatizovaného záznamu dát. Našou úlohou je monitorovať ich dostupnosť a zároveň aj správnosť.,sk,"Stránka byla v 1. kole nedostupná (403), nyní ověřena přes curl s browser UA. Basta digital popisuje kontinuální monitoring dostupnosti a správnosti dat jako svou roli po implementaci – nejblíže k 'hlídání měření' na SK, ale bez ceny, bez frekvence, bez SLA a jen pro enterprise segment.",RQ1;RQ4,H2;H5,Zdroj přístupný přes curl s User-Agentem prohlížeče; WebFetch a přímý přístup vracely 403.
EG5-009,2026-09-04,12,SK,website,"Basta digital – Enterprise level digitálna analytika, sekce Záznam dát",https://bastadigital.com/enterprise-level-digitalna-analytika/,"Pri vyššie spomenutom reportingu na strane servera máme záznam 100 % údajov, ktoré dokážeme porovnať s internými systémami jedna ku jednej. Klient teda presne vidí, či výnosy z predaja cez web sú totožné s číslami v internom systéme e-shopu, resp. fakturačných nástrojoch alebo ERP systémoch.",sk,"Jediný SK subjekt, který explicitně popisuje rekonciliaci tržeb GA4/sGTM vs. interní systém e-shopu/ERP jako součást průběžné práce (aktivita D5/G2). Prodává se jako enterprise vlastnost server-side měření, ne jako měsíční kontrola s prahem a alertem.",RQ1;RQ4;RQ6,H1;H2,"Přímá konkurence k navrhovanému diferenciátoru 'reconciliace po transaction_id' – existuje na SK, ale bez ceny a jen pro korporace."
EG5-010,2026-09-04,12,SK,website,"Basta digital – Enterprise level digitálna analytika, sekce Implementácia a nastavenie",https://bastadigital.com/enterprise-level-digitalna-analytika/,"Implementácia programátormi vyžaduje opakované testovanie a kontinuálny monitoring zmien v dostupnosti dát. … Programátori (spoločnosti zodpovedné za development) na základe špecifikácie nasadzujú dátovú vrstvu do webu / mobilnej aplikácie. Našou úlohou je priebežne vykonávať kontrolu zapracovania – ako dodržania formy, tak aj obsahu dátovej vrstvy.",sk,"Basta popisuje aktivitu A4 (validace dataLayeru proti specifikaci) a A1 (QA po zásahu vývojářů) jako průběžnou, nikoli jednorázovou práci. Potvrzuje, že to, co DataLayer.cz chce prodávat jako 'QA po releasu', je na SK uznaná potřeba, ale není z ní produkt s cenou.",RQ1;RQ4,H2,–
