id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EG1-001,2026-09-04,11,CZ,forum,Webtrh – Měření B2B a B2C Prestashop/Google Ads,https://webtrh.cz/diskuse/mereni-b2b-a-b2c-prestashop-google-ads/,Pro příklad tržby v Google Ads jsou 500 000 Kč z akvizičních kampaní a z Google Analytics 90 000 Kč.,cs,"Česká agentura/správce (Martin16, 24.9.2025) popisuje rozjetí čísel: Google Ads vykazuje 500 tis. Kč tržeb z akvizičních kampaní, GA4 jen 90 tis. Kč. Rozdíl 410 tis. Kč za období, příčina: nerozlišené B2B a B2C objednávky v dataLayer. Jediná nalezená CZ kvantifikace nesouladu v korunách.",RQ2;RQ3,H2,Webtrh byl v 1. kole označen jako nedostupný (search 404); přístupný přes /forum/webova-analytika/ a /diskuse/<slug>/.
EG1-002,2026-09-04,11,CZ,forum,Webtrh – Google Analytics: Nedoměřitelné zdroje konverzí,https://webtrh.cz/diskuse/google-analytics-nedomeritelne-zdroje-konverzi/,"stalo se mi to poprvé u nového e-shopu, kdy mi TÉMĚŘ veškerá návštěvnost spadá do zdroje ""(direct) / (none)"" - Direct návštěvy to být určitě nemohou, většinu trafficu taháme z Facebooku a GLG ad.",cs,"Provozovatel nového e-shopu: prakticky veškerá návštěvnost v (direct)/(none) přesto, že traffic je z FB a Google Ads. Odpověď komunity: ""Nejčastěji je problém v Cookies liště.""",RQ3,H2,
EG1-003,2026-09-04,11,CZ,forum,Webtrh – Počet kliknutí ve FB reklamě násobně neodpovídá pageviews v GA,https://webtrh.cz/diskuse/pocet-kliknuti-ve-fb-reklame-nasobne-neodpovida-pageviews-v-ga/,"Konkrétně mám 232 kliknutí na odkaz, ale v GA za stejné období jen 67 pageviews na té URL.",cs,"Zadavatel FB reklamy: 232 prokliků vs. 67 pageviews v GA (ztráta 71 %). Odpověď CZ analytika: ""už před lištou se ztrácelo klidně 15% dat, teď už je to běžně 30%"".",RQ3,H2,
EG1-004,2026-09-04,11,CZ,forum,Webtrh – Počet kliknutí ve FB reklamě (odpověď analytika),https://webtrh.cz/diskuse/pocet-kliknuti-ve-fb-reklame-nasobne-neodpovida-pageviews-v-ga/,"Stává se to úplně běžně, už před lištou se ztrácelo klidně 15% dat, teď už je to běžně 30%. Ta atribuce z FB je velmi špatná i co se týče přeposílání nákladů do GA. Takže bych byl opatrný se stavěním nějakých podstatných hypotéz jen z GA.",cs,"Český praktik kvantifikuje ztrátu dat vlivem cookie lišty: z ~15 % před lištou na ~30 % po ní. Zároveň říká, že se s daty z GA nedá pracovat bez ověření – přesně ten problém, který řeší reconciliace.",RQ3,H2;H5,
EG1-005,2026-09-04,11,SK,forum,Webtrh – Prestashop: nesprávne pripisované zdroje návštevnosti,https://webtrh.cz/diskuse/prestashop-nespravne-pripisovane-zdroje-navstevnosti/,"v Google Analytics dlhodbo pozorujeme pripisovanie transakcií platobnej bráne a to aj napriek tomu, že ju máme zaradenú v liste vylučujúcich zdrojov. Problém sme konzultovali aj s Google Supportom ale neúspešne.",sk,SK e-shop na PrestaShopu: transakce se dlouhodobě připisují platební bráně navzdory referral exclusion; Google Support nepomohl. Při testovacích objednávkách navíc zjistili dva GA kódy na webu a duplicitní transakce se stejným ID.,RQ3,H2,
EG1-006,2026-09-04,11,SK,forum,Webtrh – Prestashop: dva GA kódy a duplicitní transakce,https://webtrh.cz/diskuse/prestashop-nespravne-pripisovane-zdroje-navstevnosti/,"sme si pri testovacích objednávkach všimli, že na webe sú nasadené 2 GA kódy, jeden by mal merať traffic a druhý konverzie (áno, veľmi neštandardné riešenie) ... tiež vidíme niektoré transakcie duplikovane (rovnaké ID) aj keď teda celkové tržby približne sedia s reálnymi tržbami",sk,"Přesná ilustrace toho, proč denní porovnání počtu objednávek nestačí: celkové tržby přibližně sedí, ale uvnitř jsou duplicitní transakce se stejným ID. Bez reconciliace po transaction_id se to nepozná.",RQ3,H1;H2,
EG1-007,2026-09-04,11,CZ,forum,Webtrh – Google Analytics neměří,https://webtrh.cz/diskuse/google-analytics-nemeri/,"proč mi nové GA4 neukazují od včerejšího dnes uživatelé? První dva dny to bylo bez problému a teď poslední dva dny to neměří a to se s kódem ani webem nic nedělalo. A nedělá mi to na jednom webu, ale na všech.",cs,"GA4 přestalo vykazovat uživatele na všech webech zadavatele, bez zásahu do kódu. Jiný účastník potvrzuje: ""Koukám na klientský weby s GA4 a taky tam je takovej trend."" Typický tichý výpadek bez upozornění.",RQ3,H2,
EG1-008,2026-09-04,11,CZ,forum,Webtrh – Zapomenuté přístupy do Google Analytics,https://webtrh.cz/diskuse/zapomenute-prastupy-do-google-analytics/,"Klientka zapomněla svoje přístupy do Google analytics, je nějaká možnost jak je zjistit? Neví ani mailovou adresu ani heslo.",cs,"Ztráta přístupů k GA na straně klienta: neví e-mail ani heslo. Odpověď: ""Pokud nezná ani email, tak to už je prostě osud."" Historická data jsou nenávratně pryč – argument pro kvartální audit přístupů.",RQ3;RQ4,H2,
EG1-009,2026-09-04,11,CZ,forum,Webtrh – Pokles měřených přístupů z GA a rozdíl proti CloudFlare,https://webtrh.cz/diskuse/pokles-merenych-pristupu-z-ga-a-rozdil-proti-cloudflare/,"můj web vybornakava.cz denně navštíví cca 500-800 UIP. V sobotu 6.3. mi ale GA ukazují propad na cca 100 UIP a od té doby se nedostanu za den nad 300. ... Analytika od CloudFlare také neukazuje žádný drop, vše v normě (tedy kromě toho, že měří návštěvnost cca 2x vyšší než GA).",cs,"Propad měřené návštěvnosti v GA na ~1/5 při nezměněném provozu podle Cloudflare; zjištěno díky tomu, že provozovatel má druhý nezávislý zdroj čísel. Bez druhého zdroje by propad vypadal jako reálný pokles trhu.",RQ3,H2;H5,
EG1-010,2026-09-04,11,CZ,forum,Webtrh – GA4 problém: uplatněn limit (thresholding),https://webtrh.cz/diskuse/ga4-problem-uplatnen-limit/,"už jsem si našel, že se jedná o tzv. ""Tresholding"", kde GA tím zabraňuje vysledování úzce vyprofilovaných skupin dle demografických údajů. ... Zajímavý, že to má náš web zrovna s největší návštěvností, ostatní s menší návštěvností to nemají.",cs,"Uživatel narazil na thresholding v GA4 (skrytá data kvůli Google Signals) a nevěděl, co to znamená; řešení = přepnout Reporting Identity na Device Based. Typická konfigurace GA4 property (C2), kterou nikdo nehlídá.",RQ3;RQ4,H2,
