id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EG6-001,2026-09-04,11,EU,web_agentura,YAG Comunicacion (ES) – Analitica y Medicion: Planes de medicion,https://yagcomunicacion.com/analitica-y-medicion/,"Medicion Esencial – desde 290€/mes; Medicion Pro – desde 490€/mes; Medicion Enterprise – desde 890€/mes. Sin permanencia, sin letra pequena. No prometemos una medicion perfecta al 100%: los bloqueos de cookies y la privacidad imponen limites reales. Lo que si garantizamos es metodo, validacion y transparencia sobre que es fiable y que no.",es,"Spanelska agentura (Tenerife) ma plne verejny tristupnovy cenik mesicni spravy mereni: 290 / 490 / 890 EUR mesicne (7 250 / 12 250 / 22 250 Kc), bez vazby. Zlom mezi tiery neni BigQuery, ale (1) consent + server-side + konverze do Ads/Meta + Looker Studio dashboards a (2) dedikovany analytik + multi-web + data warehouse + kvartalni/ctrnactidenni strategicke sesez. Nejnizsi tier obsahuje audit, konfiguraci GA4, cisty GTM, tracking konverzi, dokumentovany merici plan a soporte y mantenimiento.",RQ1;RQ4;RQ5,H1;H3;H4,"novy subjekt, nepokryta zeme ES mimo Amplio; verejna cena – ctvrty nalezeny trojstupnovy verejny cenik spravy v EU"
EG6-002,2026-09-04,11,EU,web_agentura,ePoint (ES) – Agencia de analitica web,https://www.epoint.es/servicios/analitica-web,"el mantenimiento mensual entre 250 y 800 € segun volumen de trafico | setup profesional de GA4 + GTM + Consent Mode v2 + dashboard en Looker Studio suele oscilar entre 1.200 y 4.500 € | Puedes cancelar cuando quieras con 15 dias de preaviso | Datos duplicados, eventos sin valor, conversiones sin registrar",es,"Madridska agentura uvadi verejne cenove pasmo mesicni udrzby mereni 250-800 EUR (6 250-20 000 Kc) skalovane podle objemu trafficu a reportingu, setup 1 200-4 500 EUR jednorazove, bez vazby s 15dennim preavisem. Popis painu je konfiguracni, ne incidentni: duplicitni data, eventy bez hodnoty, nezaznamenane konverze, zadne automaticke reporty, rozhodovani podle intuice.",RQ1;RQ2;RQ4,H3;H4,"potvrzuje spanelske pasmo 250-890 EUR/mes; painy formulovane jako 'spatne nastaveno', ne 'tise se rozbilo'"
EG6-003,2026-09-04,11,EU,web_agentura,"Gipfelwerk (CH) – Webanalyse Schweiz, Tracking-Setup fuer KMU",https://gipfel-werk.ch/webanalyse,"Analyse-Betreuung: ab CHF 490/Monat | Basis-Setup: ab CHF 2'900 einmalig | Tracking-Audit: ab CHF 990 | Server-Side Hosting: Ab CHF 30/Monat | Cookiebot ab CHF 12/Monat, Usercentrics ab CHF 50/Monat",de,"Prvni nalezena svycarska verejna cena za kontinualni spravu: Analyse-Betreuung ab 490 CHF/mes (12 740 Kc) = mesicni reporty, ctvrtletni kontroly, upravy. Hosting sGTM je oddelena polozka ab 30 CHF/mes (780 Kc). Stranka rozepisuje i naklady tretich stran (CMP 12-50 CHF/mes) – transparentnost, kterou v CZ nikdo nedela. BigQuery se nezminuje vubec.",RQ1;RQ4;RQ5,H1;H3;H4,nepokryta zeme CH doplnena; CH hladina 490 CHF = 12 740 Kc lezi mezi navrhovanym tierem 1 a 2 DataLayer.cz
EG6-004,2026-09-04,11,EU,web_agentura,digital M. (CH) – Tracking und Analytics Setup fuer KMU Schweiz,https://digitalm.ch/dienstleistungen/tracking-analytics/,Tracking-Audit ab CHF 990 | Basic Setup ab CHF 1'800 | Advanced Setup ab CHF 3'500 | laufender Support: CHF 160/Stunde oder Retainer nach Bedarf,de,"Svycarska agentura ma verejny cenik setupu a auditu, ale kontinualni podporu prodava jen jako hodiny (160 CHF/h = 4 160 Kc/h) nebo retainer na dotaz. Proxy 10 h/mes = 41 600 Kc – tj. hodinovy model v CH je drazsi nez cely navrhovany top tier DataLayer.cz. Potvrzuje vzorec z 1. kola: cim bohatsi trh, tim vic se sprava prodava v hodinach a tim min ma verejnou pausalni cenu.",RQ1;RQ4,H3,nepokryta zeme CH; sGTM doporucuji od CHF 2 000 ad spendu – stejny prah jako DACH (2 000 EUR)
EG6-005,2026-09-04,11,EU,web_agentura,Blagoweb (IT) – Data Analysis & Tracking,https://blagoweb.com/data-analysis-tracking/,"Setup una tantum: 4.500 - 9.000 €; canone mensile 450 - 1.200 €/mese (manutenzione, monitoring, evoluzione dashboard e alerting); infrastruttura 20-80 €/mese (Cloud Run) o 20-200 €/mese (Stape.io), piu costi BigQuery. Post iOS 14.5, ad-blocker e ITP, il tracciamento client-side perde tra il 20% e il 50% dei dati.",it,"Italska agentura je prvni nalezeny evropsky subjekt s VEREJNOU cenou retaineru, ktery ma BigQuery primo v dodavce (4. vrstva pipeline: BigQuery export + custom Looker Studio dashboards). Canone 450-1 200 EUR/mes = 11 250-30 000 Kc, setup 4 500-9 000 EUR. Naklady na infrastrukturu a BigQuery jsou ucotovany zvlast a transparentne. Canone je definovan doslova jako manutenzione, monitoring, evoluzione dashboard e alerting – tj. presne kombinace G1/G4 + F1 + A2 + G7 z taxonomie.",RQ1;RQ3;RQ4;RQ5,H1;H3;H4,zaplnuje mezeru 1. kola 'chybi verejna cena ciste BQ retaineru'; horni hranice 30 000 Kc lezi tesne pod navrhovanym tierem 3 DataLayer.cz (39 000 Kc)
EG6-006,2026-09-04,11,EU,web_agentura,Q4 Studio (IT) – Tracciamento Server-Side per Meta e Google,https://www.q4.studio/tracciamento-server-side,"Audit tracciamento: 490 € (3-5 giorni lavorativi) | Setup server-side: da 1.500 € | Infrastruttura e lettura dati: da 100 €/mese, disdetta libera",it,"Italske sGTM studio prodava mesicni polozku jako infrastrukturu plus cteni dat od 100 EUR/mes (2 500 Kc) bez vazby – tj. nejnizsi nalezeny evropsky mesicni cenovy bod za neco, co se jmenuje monitoraggio. Rozsah je ale uzky (kontejner, API integrace, deduplikace, dokumentace), nikoli sprava GA4. Potvrzuje strukturu 'levny provoz infrastruktury vs. drahy retainer za lidskou praci'.",RQ1;RQ4,H3;H5,"nepokryta zeme IT doplnena; ukazuje, jak nizko lze jit, kdyz je predmetem jen infrastruktura"
EG6-007,2026-09-04,11,EU,web_agentura,Digily Oy / Sampsa Vainio (FI) – Hinnasto,https://sampsavainio.fi/hinnasto/,"Perus 1 500 €/kk; Kasvu 2 500 €/kk; Pro 4 000 €/kk – kaikki paketit sisaltavat: alkuauditointi ja kehityssuunnitelma, hakukoneoptimointi, Google Ads, analytiikka, sahkopostiraportointi. Ei pitkia sitoumuksia.",fi,"Finsky trh: nejviditelnejsi analyticky konzultant v zemi neprodava spravu mereni samostatne – analytiikka je polozka uvnitr mesicniho marketingoveho baliku 1 500 / 2 500 / 4 000 EUR (37 500 / 62 500 / 100 000 Kc), vedle SEO a Google Ads. To je presne ten model, kvuli kteremu v CZ klienti odchazeji ('PPC agentura ma mereni v cene'): mereni nema vlastni cenu ani vlastni dodavku a je prvni, co se v baliku obetuje.",RQ1;RQ4;RQ5,H3;H4,nepokryta zeme FI doplnena; NEjde o cenu spravy mereni – pri agregaci cenovych pasem tyto tri radky vyloucit nebo vazit nizko
EG6-008,2026-09-04,11,EU,web_agentura,Sampsa Vainio (FI) – Markkinoinnin analytiikka: palvelut ja hinnat,https://sampsavainio.fi/palvelut/analytiikka/,Kevyt analytiikan auditointi 800-1 500 € (1-2 viikkoa); Laaja mittauksen auditointi 1 500-3 000 €; Server-side seurannan toteutus 2 000-5 000 €; GA4 + GTM migraatio 1 500-4 000 €; Attribuutiomalli + Looker Studio 1 500-3 500 €. Google Tag Managerin yllapito on osa kuukausityota jatkuvan asiakkuuden myota.,fi,"Finsky cenik je projektovy: audit 800-3 000 EUR, server-side 2 000-5 000 EUR, migrace 1 500-4 000 EUR. Kontinualni sprava se nedodava jako produkt s cenou – doslova 'udrzba Google Tag Manageru je soucast mesicni prace v ramci trvaleho klientskeho vztahu'. BigQuery se na strance nezminuje vubec.",RQ1;RQ3;RQ4,H1;H3,FI: nulova produktizace kontinualni spravy – potvrzuje H3 (trh nema verejny cenik spravy) i v Nordics mimo DK
EG6-009,2026-09-04,11,EU,web_agentura,Converted (BE) – GA4 implementatie voor Belgische bedrijven,https://converted.be/tracking/ga4-implementatie,"Vaste samenwerking, meetbare groei | Maandelijks opzegbaar | Vaste prijs of losse uren",nl,"Belgicka agentura (Gent/Brugge) nabizi mesicni retainer na tracking s mesicni vypovedni lhutou, ale ZADNOU verejnou cenu. Dodavka je popsana jako GA4 property setup, implementace eventu pres GTM, definice konverzi a napojeni na Google Ads, vlastni reporting a explorations. Server-side a BigQuery maji jako oddelene sluzby v menu, ne jako soucast GA4 implementace.",RQ1;RQ4,H3,"nepokryta zeme BE doplnena; BE = stejny vzorec jako NL/DACH: retainer existuje, cena ne"
EG6-010,2026-09-04,11,EU,web_freelancer,"Jens Van Vlierberghe (BE, Brugge) – online marketing freelancer",https://jensvanvlierberghe.be/,Je bent als online marketing freelancer niet verplicht om een langdurig contract te tekenen. Er is ook geen opzegtermijn.,nl,"Vlamsky freelancer nabizi website tracking (GA4, GTM, Consent Mode) vedle Google Ads a Social Ads; zadna verejna hodinova sazba ani mesicni cena, jen 'bez smlouvy a bez vypovedni lhuty'. Druhy belgicky subjekt bez verejne ceny.",RQ1,H3,BE: 2 ze 2 nalezenych subjektu bez verejne ceny
